ContigName	Description
jgi|Nemve1|102784|e_gw.66.142.1	Aminopeptidase Ey {ECO:0000303|PubMed:9734335}
jgi|Nemve1|102786|e_gw.66.179.1	Lectin
jgi|Nemve1|10278|gw.239.21.1	Integrator complex subunit 6
jgi|Nemve1|102799|e_gw.66.228.1	Paternally-expressed gene 3 protein
jgi|Nemve1|102806|e_gw.66.74.1	Activated CDC42 kinase 1
jgi|Nemve1|102827|e_gw.66.137.1	Tight junction protein ZO-2
jgi|Nemve1|102846|e_gw.66.32.1	Major facilitator superfamily domain-containing protein 12
jgi|Nemve1|102847|e_gw.66.116.1	Actin-related protein 3
jgi|Nemve1|102865|e_gw.66.56.1	Solute carrier family 17 member 9
jgi|Nemve1|102868|e_gw.66.48.1	45 kDa calcium-binding protein
jgi|Nemve1|102872|e_gw.66.196.1	Potassium channel subfamily K member 3
jgi|Nemve1|102873|e_gw.66.151.1	GPI mannosyltransferase 2
jgi|Nemve1|102874|e_gw.66.143.1	Rap guanine nucleotide exchange factor 2
jgi|Nemve1|102880|e_gw.66.127.1	Endoplasmic reticulum aminopeptidase 2
jgi|Nemve1|102934|e_gw.66.41.1	AP-2 complex subunit mu
jgi|Nemve1|102940|e_gw.66.17.1	Rho guanine nucleotide exchange factor 10
jgi|Nemve1|102958|e_gw.66.12.1	DnaJ homolog subfamily C member 13
jgi|Nemve1|102981|e_gw.67.129.1	Endothelin-converting enzyme 2
jgi|Nemve1|102986|e_gw.67.39.1	Aldehyde dehydrogenase family 8 member A1
jgi|Nemve1|102|gw.483.6.1	Multidrug resistance-associated protein 4
jgi|Nemve1|103006|e_gw.67.26.1	Aminopeptidase O
jgi|Nemve1|103014|e_gw.67.156.1	Anoctamin-7
jgi|Nemve1|103032|e_gw.67.135.1	RING finger protein 150
jgi|Nemve1|103035|e_gw.67.61.1	Ras association domain-containing protein 1
jgi|Nemve1|103041|e_gw.67.200.1	Cyclin-dependent kinases regulatory subunit {ECO:0000256|RuleBase:RU311113}
jgi|Nemve1|103050|e_gw.67.167.1	Potassium voltage-gated channel subfamily H member 6
jgi|Nemve1|103051|e_gw.67.114.1	Neurobeachin
jgi|Nemve1|103056|e_gw.67.40.1	Protein phosphatase 1H
jgi|Nemve1|103062|e_gw.67.232.1	Low-density lipoprotein receptor-related protein 12
jgi|Nemve1|10306|gw.891.3.1	Enterin neuropeptides
jgi|Nemve1|103092|e_gw.67.51.1	Peptidyl-prolyl cis-trans isomerase D
jgi|Nemve1|103100|e_gw.67.19.1	Bardet-Biedl syndrome 7 protein homolog
jgi|Nemve1|103103|e_gw.67.219.1	Cyclin-dependent kinase-like 5
jgi|Nemve1|103117|e_gw.67.22.1	"DNA-directed RNA polymerase, mitochondrial"
jgi|Nemve1|103120|e_gw.67.14.1	Protein transport protein Sec24C {ECO:0000305}
jgi|Nemve1|103134|e_gw.67.99.1	Lipopolysaccharide-responsive and beige-like anchor protein
jgi|Nemve1|103135|e_gw.67.54.1	Carboxypeptidase D
jgi|Nemve1|103138|e_gw.67.201.1	Coagulation factor VIII
jgi|Nemve1|103140|e_gw.67.192.1	Ribosomal RNA-processing protein 8
jgi|Nemve1|10314|gw.311.4.1	Protein ecdysoneless homolog {ECO:0000250|UniProtKB:Q9W032}
jgi|Nemve1|103151|e_gw.67.78.1	Beta-2 adrenergic receptor
jgi|Nemve1|103153|e_gw.67.33.1	Neuronal acetylcholine receptor subunit alpha-7
jgi|Nemve1|103163|e_gw.67.155.1	Transmembrane protein 131
jgi|Nemve1|103168|e_gw.67.139.1	Tolloid-like protein 2
jgi|Nemve1|103179|e_gw.67.150.1	Caveolin-1
jgi|Nemve1|103200|e_gw.67.158.1	NF-X1-type zinc finger protein NFXL1
jgi|Nemve1|103208|e_gw.67.68.1	Uncharacterized protein y4mH
jgi|Nemve1|10320|gw.229.8.1	"Methionine--tRNA ligase, cytoplasmic"
jgi|Nemve1|103213|e_gw.67.215.1	Nuclear pore complex protein Nup98-Nup96
jgi|Nemve1|103214|e_gw.67.207.1	Uncharacterized protein {ECO:0000313|WBParaSite:MhA1_Contig179.frz3.gene41}
jgi|Nemve1|103228|e_gw.68.74.1	Enterin neuropeptides
jgi|Nemve1|103232|e_gw.68.58.1	von Willebrand factor A domain-containing protein 3A
jgi|Nemve1|103233|e_gw.68.194.1	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_025466-tr}
jgi|Nemve1|103234|e_gw.68.186.1	Uncharacterized protein {ECO:0000313|EMBL:JAB64536.1}
jgi|Nemve1|103236|e_gw.68.296.1	Putative uncharacterized protein ART2
jgi|Nemve1|103243|e_gw.68.29.1	Substance-K receptor
jgi|Nemve1|103253|e_gw.68.267.1	Ribosomally synthesized cyclic peptide ustiloxin B precursosr {ECO:0000303|PubMed:24841822}
jgi|Nemve1|103255|e_gw.68.259.1	S-antigen protein
jgi|Nemve1|103257|e_gw.68.160.1	Substance-K receptor
jgi|Nemve1|103261|e_gw.68.136.1	Ankyrin repeat domain-containing protein 17
jgi|Nemve1|103279|e_gw.68.217.1	Uncharacterized protein {ECO:0000313|EMBL:ESO96945.1}
jgi|Nemve1|103289|e_gw.68.204.1	Catalase
jgi|Nemve1|103295|e_gw.68.297.1	Uncharacterized protein {ECO:0000313|EMBL:GAA96382.1}
jgi|Nemve1|103305|e_gw.68.158.1	Uncharacterized protein {ECO:0000313|EMBL:ESO89149.1}
jgi|Nemve1|103315|e_gw.68.17.1	Uncharacterized protein {ECO:0000313|EMBL:JAR80763.1}
jgi|Nemve1|103323|e_gw.68.255.1	Uncharacterized protein {ECO:0000313|EMBL:ESO98587.1}
jgi|Nemve1|103324|e_gw.68.20.1	Uncharacterized protein {ECO:0000313|EMBL:EYC19854.1}
jgi|Nemve1|103325|e_gw.68.247.1	S-antigen protein
jgi|Nemve1|10332|gw.119.13.1	Multidrug resistance-associated protein 4
jgi|Nemve1|103339|e_gw.68.218.1	Protein TAR1
jgi|Nemve1|103340|e_gw.68.111.1	Catalase
jgi|Nemve1|103352|e_gw.68.63.1	No_Description
jgi|Nemve1|103377|e_gw.68.5.1	U-actitoxin-Avd3h {ECO:0000303|PubMed:22683676}
jgi|Nemve1|103384|e_gw.68.141.1	Uncharacterized protein {ECO:0000313|VectorBase:BGLB007336-PA}
jgi|Nemve1|103399|e_gw.68.85.1	C-type lectin domain family 4 member M
jgi|Nemve1|103402|e_gw.68.222.1	Transposon Tf2-9 polyprotein
jgi|Nemve1|103420|e_gw.68.51.1	uncharacterized protein LOC106589179 {ECO:0000313|RefSeq:XP_014034392.1}
jgi|Nemve1|103440|e_gw.68.150.1	Gastric triacylglycerol lipase
jgi|Nemve1|103446|e_gw.68.118.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSFALP00000014767}
jgi|Nemve1|103447|e_gw.68.252.1	Uncharacterized protein {ECO:0000313|EMBL:OCT79873.1}
jgi|Nemve1|103452|e_gw.68.121.1	Uncharacterized protein {ECO:0000313|EMBL:JAT17150.1}
jgi|Nemve1|103463|e_gw.68.100.1	Uncharacterized protein KP86R/DP86L
jgi|Nemve1|103465|e_gw.68.73.1	Actin cytoskeleton-regulatory complex protein pan1
jgi|Nemve1|10347|gw.422.3.1	Helicase-like transcription factor
jgi|Nemve1|103485|e_gw.68.164.1	Uncharacterized protein {ECO:0000313|EMBL:OCA18518.1}
jgi|Nemve1|1034|gw.318.8.1	Zinc finger protein 271
jgi|Nemve1|103523|e_gw.69.171.1	Baculoviral IAP repeat-containing protein 6
jgi|Nemve1|103524|e_gw.69.45.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35754.1, ECO:0000313|EnsemblProtists:EKX35754}"
jgi|Nemve1|103525|e_gw.69.37.1	Probable aminopeptidase NPEPL1
jgi|Nemve1|103533|e_gw.69.265.1	Uncharacterized protein SSO2899
jgi|Nemve1|10353|gw.269.1.1	Cullin-3-B
jgi|Nemve1|103542|e_gw.69.134.1	Uncharacterized protein C20orf24
jgi|Nemve1|103556|e_gw.69.96.1	Submandibular gland mucin {ECO:0000313|EMBL:AAA75589.1}
jgi|Nemve1|103563|e_gw.69.91.1	E3 ubiquitin-protein ligase DTX3L
jgi|Nemve1|103577|e_gw.69.180.1	Lysophosphatidylcholine acyltransferase 2
jgi|Nemve1|103590|e_gw.69.33.1	"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial"
jgi|Nemve1|103592|e_gw.69.25.1	Uncharacterized protein {ECO:0000313|EMBL:CAQ39191.1}
jgi|Nemve1|103593|e_gw.69.143.1	Beta-1-syntrophin
jgi|Nemve1|103615|e_gw.69.208.1	Uncharacterized protein R707
jgi|Nemve1|103627|e_gw.69.178.1	Isoaspartyl peptidase/L-asparaginase
jgi|Nemve1|103643|e_gw.69.50.1	Tyrosine-protein phosphatase non-receptor type 2
jgi|Nemve1|103646|e_gw.69.34.1	Sialate O-acetylesterase
jgi|Nemve1|103663|e_gw.69.107.1	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2"
jgi|Nemve1|103667|e_gw.69.225.1	Gametocyte-specific factor 1 {ECO:0000312|MGI:MGI:1921424}
jgi|Nemve1|103669|e_gw.69.209.1	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"
jgi|Nemve1|103675|e_gw.69.212.1	Gag-Pol polyprotein
jgi|Nemve1|103700|e_gw.69.161.1	"Ribosome-recycling factor, mitochondrial"
jgi|Nemve1|103714|e_gw.69.140.1	NEDD8-activating enzyme E1 catalytic subunit
jgi|Nemve1|103718|e_gw.69.116.1	"b(0,+)-type amino acid transporter 1"
jgi|Nemve1|103725|e_gw.69.218.1	MICAL-like protein 1
jgi|Nemve1|103727|e_gw.69.103.1	Y+L amino acid transporter 1
jgi|Nemve1|10373|gw.174.1.1	Sodium-driven chloride bicarbonate exchanger
jgi|Nemve1|103740|e_gw.69.73.1	Coiled-coil domain-containing protein 102A
jgi|Nemve1|103742|e_gw.69.191.1	Protein phosphatase 1 regulatory subunit 3B
jgi|Nemve1|10376|gw.212.5.1	Ephrin type-A receptor 3
jgi|Nemve1|103772|e_gw.69.125.1	Dystonin
jgi|Nemve1|103779|e_gw.69.219.1	H/ACA ribonucleoprotein complex subunit 3
jgi|Nemve1|103789|e_gw.69.87.1	E3 ubiquitin-protein ligase DTX3L
jgi|Nemve1|103791|e_gw.69.79.1	Transmembrane protein 189
jgi|Nemve1|103800|e_gw.69.192.1	Glycogen-binding subunit 76A
jgi|Nemve1|103816|e_gw.70.33.1	Uncharacterized protein {ECO:0000313|EMBL:ESO84608.1}
jgi|Nemve1|103824|e_gw.70.65.1	Extracellular matrix protein 3
jgi|Nemve1|103832|e_gw.70.127.1	Uncharacterized protein {ECO:0000313|EMBL:EDS31115.1}
jgi|Nemve1|103835|e_gw.70.97.1	Cytochrome c oxidase copper chaperone
jgi|Nemve1|103839|e_gw.70.36.1	No_Description
jgi|Nemve1|103841|e_gw.70.1.1	Fibropellin-1
jgi|Nemve1|103857|e_gw.70.71.1	Gamma-tubulin complex component 6
jgi|Nemve1|103860|e_gw.70.10.1	LIM domain-binding protein 2
jgi|Nemve1|103868|e_gw.70.109.1	Uncharacterized protein {ECO:0000313|EMBL:KNC36908.1}
jgi|Nemve1|103876|e_gw.70.18.1	Nuclease HARBI1 {ECO:0000313|EMBL:JAQ33888.1}
jgi|Nemve1|10387|gw.476.1.1	No_Description
jgi|Nemve1|103881|e_gw.70.82.1	Neurogenic locus notch homolog protein 1
jgi|Nemve1|103895|e_gw.70.37.1	Protein SERAC1
jgi|Nemve1|103904|e_gw.70.40.1	Putative outcast ele5 orf1-h 1e-40-j 4 {ECO:0000313|EMBL:JAA93615.1}
jgi|Nemve1|103908|e_gw.70.24.1	Alpha-aminoadipic semialdehyde dehydrogenase
jgi|Nemve1|103912|e_gw.70.102.1	Uncharacterized protein K02A2.6
jgi|Nemve1|103913|e_gw.70.139.1	Tenascin-X {ECO:0000313|EMBL:KFO58806.1}
jgi|Nemve1|103920|e_gw.70.5.1	Translation initiation factor IF-2 {ECO:0000255|HAMAP-Rule:MF_00100}
jgi|Nemve1|103923|e_gw.70.126.1	Probable inactive purple acid phosphatase 9
jgi|Nemve1|103926|e_gw.70.51.1	Serine/threonine-protein kinase ATR
jgi|Nemve1|103929|e_gw.70.35.1	NLR family CARD domain-containing protein 3
jgi|Nemve1|103931|e_gw.70.19.1	Gamma-aminobutyric acid receptor subunit rho-1
jgi|Nemve1|103934|e_gw.70.105.1	Uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02
jgi|Nemve1|103940|e_gw.70.22.1	Serine/threonine-protein phosphatase CPPED1
jgi|Nemve1|103955|e_gw.71.73.1	Protein FAM214A
jgi|Nemve1|10395|gw.229.9.1	Echinoderm microtubule-associated protein-like 3
jgi|Nemve1|103967|e_gw.71.133.1	ABC transporter G family member 22
jgi|Nemve1|103969|e_gw.71.117.1	Histamine N-methyltransferase
jgi|Nemve1|103979|e_gw.71.165.1	Uncharacterized protein {ECO:0000313|EMBL:CDE86198.1}
jgi|Nemve1|104003|e_gw.71.71.1	Multiple epidermal growth factor-like domains protein 10
jgi|Nemve1|104010|e_gw.71.3.1	Paired amphipathic helix protein Sin3a
jgi|Nemve1|104011|e_gw.71.47.1	CCR4-NOT transcription complex subunit 4
jgi|Nemve1|104030|e_gw.71.110.1	Chitin synthase 3 {ECO:0000250|UniProtKB:P29465}
jgi|Nemve1|104036|e_gw.71.82.1	Tetraspanin-17
jgi|Nemve1|104037|e_gw.71.212.1	Neurofilament heavy polypeptide
jgi|Nemve1|104042|e_gw.71.195.1	Acidic leucine-rich nuclear phosphoprotein 32 family member A
jgi|Nemve1|104046|e_gw.71.142.1	Epidermal retinol dehydrogenase 2
jgi|Nemve1|104066|e_gw.71.113.1	Very-long-chain 3-oxoacyl-CoA reductase {ECO:0000305}
jgi|Nemve1|104071|e_gw.71.40.1	Chloride channel protein 2
jgi|Nemve1|10407|gw.142.3.1	ATPase family AAA domain-containing protein 2B
jgi|Nemve1|104083|e_gw.71.100.1	Y-box factor homolog
jgi|Nemve1|104084|e_gw.71.137.1	Cationic amino acid transporter 2
jgi|Nemve1|104089|e_gw.71.202.1	No_Description
jgi|Nemve1|104095|e_gw.71.140.1	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_014631-tr}
jgi|Nemve1|104113|e_gw.71.156.1	Uncharacterized protein {ECO:0000313|WBParaSite:EN70_619}
jgi|Nemve1|104131|e_gw.71.188.1	Cellular tumor antigen p53
jgi|Nemve1|104137|e_gw.71.200.1	RING finger protein nhl-1
jgi|Nemve1|104138|e_gw.71.62.1	Chloride channel protein 1
jgi|Nemve1|10414|gw.226.4.1	E3 ubiquitin-protein ligase UBR5
jgi|Nemve1|104154|e_gw.71.86.1	Mediator of RNA polymerase II transcription subunit 18
jgi|Nemve1|104158|e_gw.71.170.1	mucin-2-like {ECO:0000313|RefSeq:XP_013413211.1}
jgi|Nemve1|104172|e_gw.72.97.1	Cilia- and flagella-associated protein 65 {ECO:0000305}
jgi|Nemve1|104199|e_gw.72.23.1	Bone morphogenetic protein receptor type-2
jgi|Nemve1|104202|e_gw.72.118.1	NGFI-A-binding protein 1
jgi|Nemve1|104204|e_gw.72.190.1	Retrovirus-related Pol polyprotein from transposon gypsy
jgi|Nemve1|104208|e_gw.72.2.1	Zinc metalloproteinase nas-14
jgi|Nemve1|104212|e_gw.72.55.1	proline-rich extensin-like protein EPR1 {ECO:0000313|RefSeq:XP_014057742.1}
jgi|Nemve1|104216|e_gw.72.158.1	Putative surface antigen protein 2 {ECO:0000313|EMBL:CAJ02782.1}
jgi|Nemve1|104219|e_gw.72.105.1	Neurogenic locus notch homolog protein 2
jgi|Nemve1|104228|e_gw.72.198.1	No_description
jgi|Nemve1|10422|gw.246.1.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSCSAVP00000004704}
jgi|Nemve1|104237|e_gw.72.18.1	Protein RFT1 homolog
jgi|Nemve1|104241|e_gw.72.90.1	Protein disulfide-isomerase A5
jgi|Nemve1|10426|gw.323.3.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSPMAP00000010743}
jgi|Nemve1|104281|e_gw.72.151.1	proline-rich extensin-like protein EPR1 {ECO:0000313|RefSeq:XP_014057742.1}
jgi|Nemve1|104282|e_gw.72.77.1	Zinc finger protein 768 {ECO:0000313|EMBL:ELW72057.1}
jgi|Nemve1|104309|e_gw.72.114.1	Cilia- and flagella-associated protein 65 {ECO:0000305}
jgi|Nemve1|104323|e_gw.72.199.1	Uncharacterized protein {ECO:0000313|EMBL:KFM63208.1}
jgi|Nemve1|104324|e_gw.72.35.1	Uncharacterized protein {ECO:0000313|EMBL:KFO60377.1}
jgi|Nemve1|104325|e_gw.72.146.1	Fibropellin-1
jgi|Nemve1|104327|e_gw.72.27.1	PR domain zinc finger protein 14
jgi|Nemve1|104332|e_gw.72.91.1	RNA-directed DNA polymerase from mobile element jockey
jgi|Nemve1|104338|e_gw.72.30.1	No_Description
jgi|Nemve1|10433|gw.272.1.1	"Glycine dehydrogenase (decarboxylating), mitochondrial {ECO:0000303|PubMed:15489334}"
jgi|Nemve1|104343|e_gw.72.178.1	Translation initiation factor eIF-2B subunit delta
jgi|Nemve1|104344|e_gw.72.59.1	Growth arrest-specific protein 1
jgi|Nemve1|104345|e_gw.72.125.1	Probable RNA-directed DNA polymerase from transposon X-element
jgi|Nemve1|104350|e_gw.72.227.1	Translation initiation factor IF-2 {ECO:0000255|HAMAP-Rule:MF_00100}
jgi|Nemve1|104352|e_gw.72.181.1	proline-rich extensin-like protein EPR1 {ECO:0000313|RefSeq:XP_014057742.1}
jgi|Nemve1|104361|e_gw.72.46.1	No_Description
jgi|Nemve1|104362|e_gw.72.157.1	Enzymatic polyprotein
jgi|Nemve1|104368|e_gw.72.222.1	"Cysteine-rich, acidic integral membrane protein"
jgi|Nemve1|104372|e_gw.72.160.1	CIC11C00000000467 {ECO:0000313|EMBL:SGZ50066.1}
jgi|Nemve1|104376|e_gw.72.197.1	Uncharacterized protein {ECO:0000313|EMBL:OCT85996.1}
jgi|Nemve1|104383|e_gw.72.25.1	Serine/threonine-protein kinase ULK3
jgi|Nemve1|104385|e_gw.72.17.1	Mitogen-activated protein kinase kinase kinase 3
jgi|Nemve1|104395|e_gw.72.20.1	5'-nucleotidase domain-containing protein 3
jgi|Nemve1|104399|e_gw.72.12.1	Solute carrier family 12 member 2
jgi|Nemve1|104439|e_gw.73.9.1	Nucleolar GTP-binding protein 2
jgi|Nemve1|10443|gw.288.5.1	C-Maf-inducing protein
jgi|Nemve1|104455|e_gw.73.175.1	Venom prothrombin activator omicarin-C non-catalytic subunit
jgi|Nemve1|10446|gw.327.19.1	Polycystic kidney disease protein 1-like 2
jgi|Nemve1|104472|e_gw.73.216.1	Filamentous hemagglutinin {ECO:0000313|EMBL:CRM73943.1}
jgi|Nemve1|104479|e_gw.73.146.1	Down syndrome cell adhesion molecule homolog
jgi|Nemve1|104480|e_gw.73.98.1	Fibroleukin
jgi|Nemve1|104502|e_gw.73.32.1	Acid-sensing ion channel 3
jgi|Nemve1|104509|e_gw.73.243.1	14-3-3 protein epsilon
jgi|Nemve1|104524|e_gw.73.149.1	Centromere protein J
jgi|Nemve1|104526|e_gw.73.11.1	Zinc finger protein 665
jgi|Nemve1|104529|e_gw.73.222.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSORLP00000023649}
jgi|Nemve1|104534|e_gw.73.152.1	No_Description
jgi|Nemve1|104536|e_gw.73.96.1	Carboxypeptidase E
jgi|Nemve1|104549|e_gw.73.238.1	"Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase"
jgi|Nemve1|104551|e_gw.73.91.1	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
jgi|Nemve1|104560|e_gw.73.30.1	Synaptic vesicle 2-related protein
jgi|Nemve1|104591|e_gw.73.195.1	Uncharacterized protein {ECO:0000313|EMBL:KOS40581.1}
jgi|Nemve1|104612|e_gw.73.174.1	E3 ubiquitin-protein ligase TRIM71
jgi|Nemve1|104623|e_gw.73.57.1	Glutamate receptor 2
jgi|Nemve1|104636|e_gw.73.100.1	Glutamate receptor 1
jgi|Nemve1|104652|e_gw.73.140.1	Jouberin
jgi|Nemve1|104653|e_gw.73.177.1	P2X purinoceptor 4
jgi|Nemve1|104656|e_gw.73.6.1	HEAT repeat-containing protein 6
jgi|Nemve1|104658|e_gw.73.124.1	DNA polymerase delta subunit 4
jgi|Nemve1|104662|e_gw.73.68.1	UPF0134 protein MPN_137
jgi|Nemve1|104685|e_gw.74.181.1	Snake venom metalloprotease inhibitor 02A10
jgi|Nemve1|104714|e_gw.74.98.1	Uncharacterized protein {ECO:0000313|VectorBase:BGLB007848-PA}
jgi|Nemve1|104726|e_gw.74.6.1	CCAAT/enhancer-binding protein gamma
jgi|Nemve1|104733|e_gw.74.40.1	Son of sevenless homolog 2
jgi|Nemve1|104769|e_gw.74.126.1	Son of sevenless homolog 1
jgi|Nemve1|104774|e_gw.74.43.1	Son of sevenless homolog 2
jgi|Nemve1|104781|e_gw.74.228.1	Coiled-coil domain-containing protein 15
jgi|Nemve1|104795|e_gw.74.22.1	E3 ubiquitin-protein ligase TRIM9
jgi|Nemve1|104802|e_gw.74.161.1	Neuropeptide Y receptor type 4
jgi|Nemve1|104825|e_gw.74.169.1	Lactadherin
jgi|Nemve1|104827|e_gw.74.94.1	Protein enabled homolog
jgi|Nemve1|10482|gw.77.3.1	Lipoxygenase homology domain-containing protein 1
jgi|Nemve1|104830|e_gw.74.41.1	Potassium voltage-gated channel subfamily C member 1
jgi|Nemve1|104836|e_gw.74.25.1	TNF receptor-associated factor 4
jgi|Nemve1|104842|e_gw.74.172.1	Protein ALP1-like {ECO:0000305}
jgi|Nemve1|104847|e_gw.74.81.1	V-type proton ATPase subunit D
jgi|Nemve1|104848|e_gw.74.103.1	Histone H3
jgi|Nemve1|104852|e_gw.74.20.1	Serine/threonine-protein kinase D3
jgi|Nemve1|104856|e_gw.74.49.1	Probable serine incorporator
jgi|Nemve1|104857|e_gw.74.213.1	Doublesex- and mab-3-related transcription factor A2
jgi|Nemve1|104862|e_gw.74.188.1	Tripartite motif-containing protein 67
jgi|Nemve1|104877|e_gw.74.229.1	Snake venom metalloprotease inhibitor 02A10
jgi|Nemve1|104898|e_gw.74.170.1	E3 ubiquitin-protein ligase TRIM33
jgi|Nemve1|104900|e_gw.74.162.1	Protein STPG4 {ECO:0000305}
jgi|Nemve1|104907|e_gw.74.63.1	"Nuclease EXOG, mitochondrial"
jgi|Nemve1|10490|gw.280.23.1	Colorectal mutant cancer protein
jgi|Nemve1|104923|e_gw.75.204.1	"T-box transcription factor mls-1 {ECO:0000303|PubMed:11799068, ECO:0000303|PubMed:21852953}"
jgi|Nemve1|104924|e_gw.75.150.1	Paxillin
jgi|Nemve1|104939|e_gw.75.29.1	Sialidase
jgi|Nemve1|104943|e_gw.75.166.1	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_023240-tr}
jgi|Nemve1|104944|e_gw.75.5.1	Multidrug resistance-associated protein 4
jgi|Nemve1|104948|e_gw.75.93.1	Solute carrier organic anion transporter family member 4A1
jgi|Nemve1|104958|e_gw.75.16.1	Serine/threonine-protein kinase MAK
jgi|Nemve1|10499|gw.286.6.1	Protein PTHB1
jgi|Nemve1|1049|gw.393.4.1	NLR family CARD domain-containing protein 3
jgi|Nemve1|105017|e_gw.75.127.1	Lactadherin
jgi|Nemve1|10501|gw.129.25.1	Sorting nexin-25
jgi|Nemve1|105021|e_gw.75.99.1	G patch domain-containing protein 3
jgi|Nemve1|105041|e_gw.75.33.1	"UPF0160 protein MYG1, mitochondrial"
jgi|Nemve1|105043|e_gw.75.25.1	Predicted gene 13212 {ECO:0000313|Ensembl:ENSMUSP00000101365}
jgi|Nemve1|105047|e_gw.75.208.1	No_Description
jgi|Nemve1|105050|e_gw.75.199.1	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3
jgi|Nemve1|105055|e_gw.75.81.1	Homeobox protein AKR
jgi|Nemve1|105061|e_gw.75.12.1	Anaphase-promoting complex subunit 7
jgi|Nemve1|105068|e_gw.75.133.1	WASH complex subunit 5 {ECO:0000250|UniProtKB:Q12768}
jgi|Nemve1|105071|e_gw.75.117.1	Putative neutral sphingomyelinase
jgi|Nemve1|105072|e_gw.75.109.1	Peroxisomal membrane protein PEX13
jgi|Nemve1|105088|e_gw.75.157.1	Zinc finger protein AEBP2
jgi|Nemve1|105099|e_gw.75.15.1	Histone-lysine N-methyltransferase setd3
jgi|Nemve1|105101|e_gw.75.160.1	S-antigen protein
jgi|Nemve1|105103|e_gw.75.197.1	Craniofacial development protein 2
jgi|Nemve1|105108|e_gw.75.71.1	Calcium release-activated calcium channel protein 1
jgi|Nemve1|105113|e_gw.75.47.1	"Agmatinase, mitochondrial"
jgi|Nemve1|105114|e_gw.75.192.1	Solute carrier organic anion transporter family member 4A1
jgi|Nemve1|10511|gw.270.5.1	"Carbamoyl-phosphate synthase [ammonia], mitochondrial"
jgi|Nemve1|105130|e_gw.75.225.1	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 8
jgi|Nemve1|105138|e_gw.75.110.1	Melatonin-related receptor
jgi|Nemve1|105141|e_gw.75.147.1	Uncharacterized protein {ECO:0000313|EMBL:KRZ61212.1}
jgi|Nemve1|105155|e_gw.76.69.1	Iodotyrosine deiodinase 1
jgi|Nemve1|105156|e_gw.76.151.1	Neuropeptide Y receptor type 2
jgi|Nemve1|105157|e_gw.76.143.1	Macoilin
jgi|Nemve1|10515|gw.408.1.1	Beta-glucuronidase
jgi|Nemve1|105169|e_gw.76.56.1	5-hydroxytryptamine receptor 6
jgi|Nemve1|105174|e_gw.76.106.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSXETP00000060989}
jgi|Nemve1|105181|e_gw.76.208.1	"Presequence protease, mitochondrial"
jgi|Nemve1|105193|e_gw.76.14.1	Lysine-specific histone demethylase 1A
jgi|Nemve1|10520|gw.100.7.1	Protocadherin Fat 4
jgi|Nemve1|105214|e_gw.76.262.1	Transcription factor IIIB 50 kDa subunit
jgi|Nemve1|105217|e_gw.76.246.1	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A
jgi|Nemve1|105221|e_gw.76.57.1	Serum paraoxonase/arylesterase 1
jgi|Nemve1|105238|e_gw.76.102.1	Uncharacterized protein {ECO:0000313|EMBL:ESO89884.1}
jgi|Nemve1|105239|e_gw.76.220.1	No_Description
jgi|Nemve1|105253|e_gw.76.6.1	Dystrophin
jgi|Nemve1|105257|e_gw.76.95.1	Eukaryotic translation initiation factor 3 subunit A {ECO:0000255|HAMAP-Rule:MF_03000}
jgi|Nemve1|105261|e_gw.76.1.1	Glutamine-rich protein 2
jgi|Nemve1|10526|gw.224.1.1	Sodium-dependent phosphate transporter 1
jgi|Nemve1|105271|e_gw.76.74.1	Plasminogen
jgi|Nemve1|105283|e_gw.76.234.1	Circumsporozoite protein
jgi|Nemve1|105287|e_gw.76.218.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSCSAVP00000006598}
